source,year,month,monthname,category,artikel,med_headline_woerter,avg_headline_woerter,med_beschreibung_woerter
HuffPost (US),2018,10,10-Oct,Umwelt,6,13.0,12.67,12.5
HuffPost (US),2018,10,10-Oct,Welt,1,9.0,9.0,12.0
HuffPost (US),2018,10,10-Oct,Wirtschaft,1,13.0,13.0,15.0
HuffPost (US),2018,11,11-Nov,Entertainment,62,11.0,11.34,14.0
HuffPost (US),2018,11,11-Nov,Familie,2,8.5,8.5,12.0
HuffPost (US),2018,11,11-Nov,Gesellschaft,19,12.0,12.47,17.0
HuffPost (US),2018,11,11-Nov,Kriminalität,5,13.0,12.6,17.0
HuffPost (US),2018,11,11-Nov,Kunst,1,12.0,12.0,8.0
HuffPost (US),2018,11,11-Nov,Politik,66,11.5,11.2,17.0
HuffPost (US),2018,11,11-Nov,Sonstiges,2,9.5,9.5,18.5
HuffPost (US),2018,11,11-Nov,Sport,3,12.0,13.33,16.0
HuffPost (US),2018,11,11-Nov,US News,1,10.0,10.0,17.0
HuffPost (US),2018,11,11-Nov,Umwelt,10,11.0,11.2,16.0
HuffPost (US),2018,11,11-Nov,Welt,2,12.5,12.5,13.0
HuffPost (US),2018,11,11-Nov,Wirtschaft,1,11.0,11.0,18.0
HuffPost (US),2018,11,11-Nov,Wohnen,1,9.0,9.0,14.0
HuffPost (US),2018,12,12-Dec,Entertainment,46,12.0,11.67,14.0
HuffPost (US),2018,12,12-Dec,Essen,1,9.0,9.0,11.0
HuffPost (US),2018,12,12-Dec,Gesellschaft,11,12.0,11.73,16.0
HuffPost (US),2018,12,12-Dec,Gesundheit,1,10.0,10.0,6.0
HuffPost (US),2018,12,12-Dec,Kriminalität,6,11.5,11.83,17.5
HuffPost (US),2018,12,12-Dec,Politik,77,11.0,11.38,17.0
HuffPost (US),2018,12,12-Dec,Religion,2,11.5,11.5,16.0
HuffPost (US),2018,12,12-Dec,Sonstiges,6,12.5,12.83,16.0
HuffPost (US),2018,12,12-Dec,Sport,3,12.0,11.33,19.0
HuffPost (US),2018,12,12-Dec,Style & Beauty,5,11.0,11.0,11.0
HuffPost (US),2018,12,12-Dec,US News,10,11.5,11.1,18.0
HuffPost (US),2018,12,12-Dec,Umwelt,4,13.5,13.5,15.0
HuffPost (US),2018,12,12-Dec,Welt,5,11.0,10.6,21.0
HuffPost (US),2018,12,12-Dec,Wirtschaft,2,10.0,10.0,10.5
HuffPost (US),2018,12,12-Dec,Wohnen,2,10.5,10.5,12.0
HuffPost (US),2019,1,01-Jan,Entertainment,55,12.0,11.82,14.0
HuffPost (US),2019,1,01-Jan,Familie,1,11.0,11.0,16.0
HuffPost (US),2019,1,01-Jan,Gesellschaft,27,11.0,11.44,15.0
HuffPost (US),2019,1,01-Jan,Kriminalität,4,11.5,11.5,18.0
HuffPost (US),2019,1,01-Jan,Kunst,1,11.0,11.0,17.0
HuffPost (US),2019,1,01-Jan,Politik,65,11.0,11.45,17.0
HuffPost (US),2019,1,01-Jan,Reisen,1,10.0,10.0,4.0
HuffPost (US),2019,1,01-Jan,Sonstiges,7,10.0,9.86,12.0
HuffPost (US),2019,1,01-Jan,Sport,1,11.0,11.0,20.0
HuffPost (US),2019,1,01-Jan,Style & Beauty,1,11.0,11.0,8.0
HuffPost (US),2019,1,01-Jan,US News,8,11.0,10.88,19.5
HuffPost (US),2019,1,01-Jan,Umwelt,3,13.0,12.33,16.0
HuffPost (US),2019,1,01-Jan,Welt,6,12.5,12.17,16.0
HuffPost (US),2019,1,01-Jan,Wirtschaft,1,8.0,8.0,8.0
HuffPost (US),2019,2,02-Feb,Entertainment,44,12.0,12.0,13.0
HuffPost (US),2019,2,02-Feb,Essen,2,11.5,11.5,21.5
HuffPost (US),2019,2,02-Feb,Familie,1,8.0,8.0,11.0
HuffPost (US),2019,2,02-Feb,Gesellschaft,21,12.0,11.57,17.0
HuffPost (US),2019,2,02-Feb,Gesundheit,2,9.0,9.0,11.5
HuffPost (US),2019,2,02-Feb,Kunst,2,11.5,11.5,21.0
HuffPost (US),2019,2,02-Feb,Politik,60,12.0,11.27,17.5
HuffPost (US),2019,2,02-Feb,Reisen,1,7.0,7.0,19.0
HuffPost (US),2019,2,02-Feb,Religion,3,12.0,12.0,21.0
HuffPost (US),2019,2,02-Feb,Sonstiges,6,10.0,10.33,12.0
HuffPost (US),2019,2,02-Feb,Sport,3,10.0,10.67,19.0
HuffPost (US),2019,2,02-Feb,Style & Beauty,5,10.0,10.6,13.0
HuffPost (US),2019,2,02-Feb,US News,2,12.0,12.0,21.5
HuffPost (US),2019,2,02-Feb,Umwelt,6,11.5,11.33,14.5
HuffPost (US),2019,2,02-Feb,Welt,1,13.0,13.0,5.0
HuffPost (US),2019,2,02-Feb,Wirtschaft,6,9.5,9.17,15.0
HuffPost (US),2019,2,02-Feb,Wohnen,3,11.0,11.0,9.0
HuffPost (US),2019,3,03-Mar,Bildung,1,7.0,7.0,24.0
HuffPost (US),2019,3,03-Mar,Entertainment,25,11.0,11.44,18.0
HuffPost (US),2019,3,03-Mar,Essen,2,9.0,9.0,15.5
HuffPost (US),2019,3,03-Mar,Gesellschaft,25,12.0,11.56,16.0
HuffPost (US),2019,3,03-Mar,Politik,75,11.0,10.97,18.0
HuffPost (US),2019,3,03-Mar,Religion,2,14.5,14.5,22.5
HuffPost (US),2019,3,03-Mar,Sonstiges,3,11.0,10.67,17.0
HuffPost (US),2019,3,03-Mar,Sport,2,11.0,11.0,17.5
HuffPost (US),2019,3,03-Mar,Style & Beauty,5,10.0,10.4,12.0
HuffPost (US),2019,3,03-Mar,US News,24,10.5,10.04,19.0
HuffPost (US),2019,3,03-Mar,Welt,10,12.0,11.2,18.0
HuffPost (US),2019,3,03-Mar,Wirtschaft,1,10.0,10.0,10.0
HuffPost (US),2019,3,03-Mar,Wohnen,4,11.0,10.75,9.5
HuffPost (US),2019,4,04-Apr,Bildung,1,9.0,9.0,20.0
HuffPost (US),2019,4,04-Apr,Entertainment,2,12.0,12.0,18.5
HuffPost (US),2019,4,04-Apr,Familie,1,6.0,6.0,7.0
HuffPost (US),2019,4,04-Apr,Gesellschaft,2,12.0,12.0,16.5
HuffPost (US),2019,4,04-Apr,Politik,16,10.5,10.88,18.0
HuffPost (US),2019,4,04-Apr,Sport,1,9.0,9.0,9.0
HuffPost (US),2019,4,04-Apr,Style & Beauty,1,12.0,12.0,7.0
HuffPost (US),2019,4,04-Apr,US News,63,10.0,10.44,18.0
HuffPost (US),2019,4,04-Apr,Umwelt,1,10.0,10.0,24.0
HuffPost (US),2019,4,04-Apr,Welt,55,11.0,10.93,17.0
HuffPost (US),2019,4,04-Apr,Wirtschaft,3,12.0,12.33,10.0
HuffPost (US),2019,4,04-Apr,Wohnen,1,11.0,11.0,13.0
HuffPost (US),2019,5,05-May,Entertainment,17,11.0,11.76,16.0
HuffPost (US),2019,5,05-May,Familie,1,11.0,11.0,15.0
HuffPost (US),2019,5,05-May,Gesellschaft,4,12.5,13.0,17.5
HuffPost (US),2019,5,05-May,Politik,26,10.0,10.19,19.5
HuffPost (US),2019,5,05-May,Religion,1,9.0,9.0,20.0
HuffPost (US),2019,5,05-May,Sonstiges,1,8.0,8.0,11.0
HuffPost (US),2019,5,05-May,Style & Beauty,1,10.0,10.0,7.0
HuffPost (US),2019,5,05-May,US News,58,11.0,10.79,18.5
HuffPost (US),2019,5,05-May,Welt,36,10.0,10.39,18.0
HuffPost (US),2019,5,05-May,Wirtschaft,4,11.0,11.0,12.0
HuffPost (US),2019,5,05-May,Wohnen,3,11.0,10.0,8.0
HuffPost (US),2019,6,06-Jun,Politik,12,11.0,10.83,18.5
HuffPost (US),2019,6,06-Jun,US News,81,11.0,11.09,19.0
HuffPost (US),2019,6,06-Jun,Welt,55,11.0,11.13,18.0
HuffPost (US),2019,6,06-Jun,Wirtschaft,5,12.0,11.2,16.0
HuffPost (US),2019,7,07-Jul,Entertainment,4,9.5,9.75,16.0
HuffPost (US),2019,7,07-Jul,Politik,4,9.0,8.5,18.5
HuffPost (US),2019,7,07-Jul,Sport,1,8.0,8.0,11.0
HuffPost (US),2019,7,07-Jul,Style & Beauty,2,13.0,13.0,11.5
HuffPost (US),2019,7,07-Jul,US News,92,11.0,10.49,20.0
HuffPost (US),2019,7,07-Jul,Welt,51,12.0,10.98,20.0
HuffPost (US),2019,7,07-Jul,Wirtschaft,3,13.0,13.0,15.0
HuffPost (US),2019,7,07-Jul,Wohnen,2,11.0,11.0,9.0
HuffPost (US),2019,8,08-Aug,Entertainment,1,10.0,10.0,24.0
HuffPost (US),2019,8,08-Aug,Politik,10,12.0,11.4,19.5
HuffPost (US),2019,8,08-Aug,Sport,1,14.0,14.0,13.0
HuffPost (US),2019,8,08-Aug,US News,83,11.0,11.13,20.0
HuffPost (US),2019,8,08-Aug,Welt,66,10.0,9.97,17.5
HuffPost (US),2019,8,08-Aug,Wirtschaft,1,5.0,5.0,11.0
HuffPost (US),2019,9,09-Sep,Entertainment,19,11.0,11.37,16.0
HuffPost (US),2019,9,09-Sep,Gesellschaft,12,11.0,10.83,18.5
HuffPost (US),2019,9,09-Sep,Kriminalität,3,10.0,10.33,21.0
HuffPost (US),2019,9,09-Sep,Kunst,1,11.0,11.0,16.0
HuffPost (US),2019,9,09-Sep,Politik,33,12.0,11.61,20.0
HuffPost (US),2019,9,09-Sep,Reisen,1,8.0,8.0,17.0
HuffPost (US),2019,9,09-Sep,Sonstiges,1,12.0,12.0,12.0
HuffPost (US),2019,9,09-Sep,Sport,1,12.0,12.0,15.0
HuffPost (US),2019,9,09-Sep,Style & Beauty,2,9.5,9.5,15.5
HuffPost (US),2019,9,09-Sep,US News,43,11.0,11.07,20.0
HuffPost (US),2019,9,09-Sep,Umwelt,2,11.5,11.5,22.5
HuffPost (US),2019,9,09-Sep,Welt,44,11.0,11.34,21.0
HuffPost (US),2019,9,09-Sep,Wirtschaft,2,16.0,16.0,4.0
HuffPost (US),2019,9,09-Sep,Wohnen,1,6.0,6.0,15.0
HuffPost (US),2019,10,10-Oct,Entertainment,48,12.0,11.56,16.0
HuffPost (US),2019,10,10-Oct,Familie,5,9.0,8.8,16.0
HuffPost (US),2019,10,10-Oct,Gesellschaft,27,11.0,11.19,18.0
HuffPost (US),2019,10,10-Oct,Kriminalität,20,11.0,11.2,17.5
HuffPost (US),2019,10,10-Oct,Politik,47,11.0,11.57,20.0
HuffPost (US),2019,10,10-Oct,Reisen,1,12.0,12.0,11.0
HuffPost (US),2019,10,10-Oct,Sonstiges,6,10.5,10.83,14.5
HuffPost (US),2019,10,10-Oct,Sport,4,11.5,11.5,21.0
HuffPost (US),2019,10,10-Oct,Style & Beauty,3,7.0,9.0,8.0
HuffPost (US),2019,10,10-Oct,US News,5,10.0,10.6,26.0
HuffPost (US),2019,10,10-Oct,Umwelt,2,10.5,10.5,18.0
HuffPost (US),2019,10,10-Oct,Welt,12,11.5,10.92,19.5
HuffPost (US),2019,10,10-Oct,Wohnen,3,10.0,10.33,6.0
HuffPost (US),2019,11,11-Nov,Entertainment,53,12.0,11.64,16.0
HuffPost (US),2019,11,11-Nov,Familie,1,9.0,9.0,15.0
HuffPost (US),2019,11,11-Nov,Gesellschaft,23,12.0,11.57,19.0
HuffPost (US),2019,11,11-Nov,Kriminalität,7,12.0,11.86,17.0
HuffPost (US),2019,11,11-Nov,Politik,65,11.0,11.12,19.0
HuffPost (US),2019,11,11-Nov,Religion,1,14.0,14.0,22.0
HuffPost (US),2019,11,11-Nov,Sonstiges,3,11.0,11.67,15.0
HuffPost (US),2019,11,11-Nov,Sport,4,10.5,10.75,17.0
HuffPost (US),2019,11,11-Nov,Style & Beauty,2,11.0,11.0,10.0
HuffPost (US),2019,11,11-Nov,US News,2,11.0,11.0,25.0
HuffPost (US),2019,11,11-Nov,Umwelt,3,15.0,13.0,20.0
HuffPost (US),2019,11,11-Nov,Welt,7,12.0,10.71,21.0
HuffPost (US),2019,11,11-Nov,Wohnen,4,11.0,10.5,10.5
HuffPost (US),2019,12,12-Dec,Entertainment,28,12.0,12.07,18.0
HuffPost (US),2019,12,12-Dec,Essen,2,10.5,10.5,11.0
HuffPost (US),2019,12,12-Dec,Familie,1,7.0,7.0,13.0
HuffPost (US),2019,12,12-Dec,Gesellschaft,8,10.5,10.75,16.5
HuffPost (US),2019,12,12-Dec,Gesundheit,1,10.0,10.0,11.0
HuffPost (US),2019,12,12-Dec,Kriminalität,1,11.0,11.0,17.0
HuffPost (US),2019,12,12-Dec,Politik,94,11.0,10.57,19.5
HuffPost (US),2019,12,12-Dec,Religion,3,9.0,10.0,23.0
HuffPost (US),2019,12,12-Dec,Sonstiges,2,10.5,10.5,18.5
HuffPost (US),2019,12,12-Dec,Sport,6,10.5,10.5,14.0
HuffPost (US),2019,12,12-Dec,Style & Beauty,12,10.0,10.75,15.0
HuffPost (US),2019,12,12-Dec,US News,6,10.5,10.33,17.0
HuffPost (US),2019,12,12-Dec,Umwelt,1,12.0,12.0,9.0
HuffPost (US),2019,12,12-Dec,Welt,7,9.0,9.57,23.0
HuffPost (US),2019,12,12-Dec,Wirtschaft,2,9.5,9.5,16.0
HuffPost (US),2019,12,12-Dec,Wohnen,7,11.0,10.57,9.0
HuffPost (US),2020,1,01-Jan,Entertainment,5,11.0,10.6,19.0
HuffPost (US),2020,1,01-Jan,Politik,29,11.0,10.24,20.0
HuffPost (US),2020,1,01-Jan,Sport,2,12.5,12.5,21.0
HuffPost (US),2020,1,01-Jan,US News,46,10.0,10.61,20.0
HuffPost (US),2020,1,01-Jan,Umwelt,1,9.0,9.0,15.0
HuffPost (US),2020,1,01-Jan,Welt,67,10.0,10.52,19.0
HuffPost (US),2020,1,01-Jan,Wirtschaft,4,11.0,11.25,12.0
HuffPost (US),2020,2,02-Feb,Entertainment,2,11.5,11.5,16.5
HuffPost (US),2020,2,02-Feb,Politik,19,11.0,10.63,19.0
HuffPost (US),2020,2,02-Feb,Sport,2,13.0,13.0,18.5
HuffPost (US),2020,2,02-Feb,US News,65,11.0,10.94,19.0
HuffPost (US),2020,2,02-Feb,Welt,36,10.0,10.22,18.5
HuffPost (US),2020,2,02-Feb,Wirtschaft,8,12.0,11.62,13.5
HuffPost (US),2020,3,03-Mar,Entertainment,29,11.0,10.41,16.0
HuffPost (US),2020,3,03-Mar,Essen,11,10.0,10.18,19.0
HuffPost (US),2020,3,03-Mar,Familie,3,11.0,12.33,16.0
HuffPost (US),2020,3,03-Mar,Gesellschaft,5,10.0,9.4,10.0
HuffPost (US),2020,3,03-Mar,Gesundheit,7,11.0,10.86,21.0
HuffPost (US),2020,3,03-Mar,Kriminalität,1,9.0,9.0,24.0
HuffPost (US),2020,3,03-Mar,Politik,34,11.5,11.26,19.0
HuffPost (US),2020,3,03-Mar,Sonstiges,2,9.0,9.0,13.5
HuffPost (US),2020,3,03-Mar,Sport,1,12.0,12.0,15.0
HuffPost (US),2020,3,03-Mar,Style & Beauty,5,10.0,10.4,20.0
HuffPost (US),2020,3,03-Mar,US News,33,11.0,10.61,19.0
HuffPost (US),2020,3,03-Mar,Welt,18,10.0,9.78,20.0
HuffPost (US),2020,3,03-Mar,Wirtschaft,7,11.0,11.14,22.0
HuffPost (US),2020,3,03-Mar,Wohnen,7,10.0,10.0,12.0
HuffPost (US),2020,4,04-Apr,Entertainment,47,12.0,11.49,19.0
HuffPost (US),2020,4,04-Apr,Essen,11,10.0,9.36,20.0
HuffPost (US),2020,4,04-Apr,Familie,8,10.5,10.62,15.0
HuffPost (US),2020,4,04-Apr,Gesellschaft,9,10.0,10.44,20.0
HuffPost (US),2020,4,04-Apr,Gesundheit,11,11.0,10.09,21.0
HuffPost (US),2020,4,04-Apr,Kriminalität,1,12.0,12.0,19.0
HuffPost (US),2020,4,04-Apr,Kunst,2,12.0,12.0,17.5
HuffPost (US),2020,4,04-Apr,Politik,42,12.0,11.48,19.0
HuffPost (US),2020,4,04-Apr,Sonstiges,4,10.0,10.25,18.0
HuffPost (US),2020,4,04-Apr,Sport,1,10.0,10.0,12.0
HuffPost (US),2020,4,04-Apr,Style & Beauty,15,11.0,10.8,19.0
HuffPost (US),2020,4,04-Apr,US News,6,9.0,9.5,18.5
HuffPost (US),2020,4,04-Apr,Umwelt,1,12.0,12.0,14.0
HuffPost (US),2020,4,04-Apr,Welt,3,11.0,11.33,23.0
HuffPost (US),2020,4,04-Apr,Wirtschaft,3,12.0,12.67,23.0
HuffPost (US),2020,4,04-Apr,Wohnen,8,11.5,11.62,13.5
HuffPost (US),2020,5,05-May,Entertainment,47,12.0,11.68,17.0
HuffPost (US),2020,5,05-May,Essen,7,10.0,9.71,18.0
HuffPost (US),2020,5,05-May,Familie,9,10.0,10.44,14.0
HuffPost (US),2020,5,05-May,Gesellschaft,4,11.0,11.75,19.5
HuffPost (US),2020,5,05-May,Gesundheit,7,11.0,10.0,15.0
HuffPost (US),2020,5,05-May,Kriminalität,2,8.5,8.5,24.5
HuffPost (US),2020,5,05-May,Kunst,1,14.0,14.0,19.0
HuffPost (US),2020,5,05-May,Politik,74,12.0,11.72,19.0
HuffPost (US),2020,5,05-May,Reisen,1,11.0,11.0,19.0
HuffPost (US),2020,5,05-May,Sonstiges,4,10.0,10.25,17.0
HuffPost (US),2020,5,05-May,Style & Beauty,9,11.0,11.11,18.0
HuffPost (US),2020,5,05-May,US News,4,11.5,11.75,21.0
HuffPost (US),2020,5,05-May,Welt,1,14.0,14.0,19.0
HuffPost (US),2020,5,05-May,Wirtschaft,2,12.0,12.0,17.5
HuffPost (US),2020,5,05-May,Wohnen,7,11.0,11.43,17.0
HuffPost (US),2020,6,06-Jun,Entertainment,46,11.5,11.7,17.0
HuffPost (US),2020,6,06-Jun,Essen,7,10.0,10.29,19.0
HuffPost (US),2020,6,06-Jun,Familie,7,11.0,10.57,16.0
HuffPost (US),2020,6,06-Jun,Gesellschaft,6,11.0,11.0,22.5
HuffPost (US),2020,6,06-Jun,Gesundheit,11,11.0,10.55,19.0
HuffPost (US),2020,6,06-Jun,Kriminalität,2,10.0,10.0,18.0
HuffPost (US),2020,6,06-Jun,Kunst,1,11.0,11.0,19.0
HuffPost (US),2020,6,06-Jun,Politik,72,12.0,11.43,20.0
HuffPost (US),2020,6,06-Jun,Reisen,1,11.0,11.0,11.0
HuffPost (US),2020,6,06-Jun,Sonstiges,1,12.0,12.0,24.0
HuffPost (US),2020,6,06-Jun,Sport,3,11.0,11.67,22.0
HuffPost (US),2020,6,06-Jun,Style & Beauty,7,11.0,10.71,19.0
HuffPost (US),2020,6,06-Jun,US News,2,10.5,10.5,13.0
HuffPost (US),2020,6,06-Jun,Umwelt,2,13.0,13.0,16.5
HuffPost (US),2020,6,06-Jun,Welt,1,10.0,10.0,23.0
HuffPost (US),2020,6,06-Jun,Wirtschaft,1,11.0,11.0,21.0
HuffPost (US),2020,6,06-Jun,Wohnen,6,11.5,11.67,13.5
HuffPost (US),2020,7,07-Jul,Entertainment,48,11.0,11.4,20.0
HuffPost (US),2020,7,07-Jul,Essen,4,13.0,13.25,17.5
HuffPost (US),2020,7,07-Jul,Familie,6,9.0,9.17,14.0
HuffPost (US),2020,7,07-Jul,Gesellschaft,7,12.0,10.86,21.0
HuffPost (US),2020,7,07-Jul,Gesundheit,7,10.0,10.0,17.0
HuffPost (US),2020,7,07-Jul,Kriminalität,1,10.0,10.0,10.0
HuffPost (US),2020,7,07-Jul,Politik,86,11.0,11.35,18.0
HuffPost (US),2020,7,07-Jul,Sonstiges,1,13.0,13.0,13.0
HuffPost (US),2020,7,07-Jul,Sport,1,7.0,7.0,24.0
HuffPost (US),2020,7,07-Jul,Style & Beauty,9,10.0,9.56,14.0
HuffPost (US),2020,7,07-Jul,US News,2,10.5,10.5,23.0
HuffPost (US),2020,7,07-Jul,Umwelt,3,9.0,9.0,16.0
HuffPost (US),2020,7,07-Jul,Wirtschaft,4,11.0,11.75,22.5
HuffPost (US),2020,7,07-Jul,Wohnen,7,10.0,9.71,21.0
HuffPost (US),2020,8,08-Aug,Bildung,1,11.0,11.0,22.0
HuffPost (US),2020,8,08-Aug,Entertainment,26,12.0,12.04,19.0
HuffPost (US),2020,8,08-Aug,Essen,4,9.0,9.25,18.0
HuffPost (US),2020,8,08-Aug,Familie,6,9.5,9.5,15.0
HuffPost (US),2020,8,08-Aug,Gesellschaft,5,10.0,10.6,24.0
HuffPost (US),2020,8,08-Aug,Gesundheit,8,11.0,11.62,17.0
HuffPost (US),2020,8,08-Aug,Kriminalität,2,10.5,10.5,21.0
HuffPost (US),2020,8,08-Aug,Kunst,1,6.0,6.0,21.0
HuffPost (US),2020,8,08-Aug,Politik,85,12.0,11.58,20.0
HuffPost (US),2020,8,08-Aug,Reisen,1,11.0,11.0,16.0
HuffPost (US),2020,8,08-Aug,Sport,2,11.0,11.0,23.0
HuffPost (US),2020,8,08-Aug,Style & Beauty,6,8.5,8.17,14.0
HuffPost (US),2020,8,08-Aug,US News,17,11.0,10.41,21.0
HuffPost (US),2020,8,08-Aug,Umwelt,3,12.0,11.0,17.0
HuffPost (US),2020,8,08-Aug,Welt,9,9.0,8.89,19.0
HuffPost (US),2020,8,08-Aug,Wirtschaft,3,10.0,11.0,19.0
HuffPost (US),2020,8,08-Aug,Wohnen,1,11.0,11.0,7.0
HuffPost (US),2020,9,09-Sep,Entertainment,35,11.0,11.69,18.0
HuffPost (US),2020,9,09-Sep,Essen,2,9.5,9.5,18.0
HuffPost (US),2020,9,09-Sep,Familie,10,10.0,9.6,14.5
HuffPost (US),2020,9,09-Sep,Gesellschaft,8,10.0,10.88,18.5
HuffPost (US),2020,9,09-Sep,Gesundheit,4,8.5,8.75,19.0
HuffPost (US),2020,9,09-Sep,Kriminalität,2,12.0,12.0,22.0
HuffPost (US),2020,9,09-Sep,Politik,80,12.0,11.88,19.5
HuffPost (US),2020,9,09-Sep,Sport,4,11.5,12.25,15.0
HuffPost (US),2020,9,09-Sep,Style & Beauty,5,9.0,9.8,19.0
HuffPost (US),2020,9,09-Sep,US News,11,10.0,10.18,19.0
HuffPost (US),2020,9,09-Sep,Umwelt,1,9.0,9.0,14.0
HuffPost (US),2020,9,09-Sep,Welt,3,9.0,9.67,17.0
HuffPost (US),2020,9,09-Sep,Wirtschaft,2,12.0,12.0,19.0
HuffPost (US),2020,9,09-Sep,Wohnen,7,11.0,11.29,17.0
HuffPost (US),2020,10,10-Oct,Entertainment,47,11.0,11.26,18.0
HuffPost (US),2020,10,10-Oct,Essen,1,9.0,9.0,16.0
HuffPost (US),2020,10,10-Oct,Familie,5,10.0,10.8,11.0
HuffPost (US),2020,10,10-Oct,Gesellschaft,7,10.0,10.14,21.0
HuffPost (US),2020,10,10-Oct,Gesundheit,3,8.0,8.0,17.0
HuffPost (US),2020,10,10-Oct,Kriminalität,1,13.0,13.0,27.0
HuffPost (US),2020,10,10-Oct,Kunst,1,13.0,13.0,13.0
HuffPost (US),2020,10,10-Oct,Politik,79,11.0,11.32,21.0
HuffPost (US),2020,10,10-Oct,Sonstiges,3,10.0,10.33,16.0
HuffPost (US),2020,10,10-Oct,Sport,1,7.0,7.0,23.0
HuffPost (US),2020,10,10-Oct,Style & Beauty,9,11.0,10.11,18.0
HuffPost (US),2020,10,10-Oct,US News,7,11.0,11.0,13.0
HuffPost (US),2020,10,10-Oct,Umwelt,4,11.0,11.0,17.5
HuffPost (US),2020,10,10-Oct,Welt,4,8.5,8.5,21.0
HuffPost (US),2020,10,10-Oct,Wirtschaft,1,8.0,8.0,8.0
HuffPost (US),2020,10,10-Oct,Wohnen,4,8.5,8.75,16.0
HuffPost (US),2020,11,11-Nov,Entertainment,40,12.0,11.62,18.0
HuffPost (US),2020,11,11-Nov,Familie,2,11.5,11.5,22.5
HuffPost (US),2020,11,11-Nov,Gesellschaft,3,11.0,11.33,14.0
HuffPost (US),2020,11,11-Nov,Gesundheit,5,10.0,10.0,22.0
HuffPost (US),2020,11,11-Nov,Kriminalität,1,11.0,11.0,22.0
HuffPost (US),2020,11,11-Nov,Kunst,3,12.0,12.33,20.0
HuffPost (US),2020,11,11-Nov,Politik,107,12.0,11.36,19.0
HuffPost (US),2020,11,11-Nov,Sonstiges,3,8.0,8.67,18.0
HuffPost (US),2020,11,11-Nov,Style & Beauty,5,10.0,10.4,16.0
HuffPost (US),2020,11,11-Nov,US News,1,11.0,11.0,27.0
HuffPost (US),2020,11,11-Nov,Umwelt,2,9.5,9.5,12.5
HuffPost (US),2020,11,11-Nov,Welt,3,9.0,9.0,21.0
HuffPost (US),2020,11,11-Nov,Wohnen,3,9.0,9.33,14.0
HuffPost (US),2020,12,12-Dec,Entertainment,36,11.5,11.19,18.0
HuffPost (US),2020,12,12-Dec,Essen,7,10.0,10.43,13.0
HuffPost (US),2020,12,12-Dec,Familie,2,11.0,11.0,21.0
HuffPost (US),2020,12,12-Dec,Gesellschaft,3,10.0,9.67,23.0
HuffPost (US),2020,12,12-Dec,Gesundheit,4,10.5,11.0,22.5
HuffPost (US),2020,12,12-Dec,Kriminalität,4,11.0,10.5,21.5
HuffPost (US),2020,12,12-Dec,Kunst,3,5.0,7.0,19.0
HuffPost (US),2020,12,12-Dec,Politik,95,12.0,11.51,21.0
HuffPost (US),2020,12,12-Dec,Sonstiges,9,10.0,10.22,17.0
HuffPost (US),2020,12,12-Dec,Style & Beauty,5,9.0,9.6,15.0
HuffPost (US),2020,12,12-Dec,US News,3,12.0,11.67,20.0
HuffPost (US),2020,12,12-Dec,Umwelt,1,10.0,10.0,16.0
HuffPost (US),2020,12,12-Dec,Welt,2,8.0,8.0,17.5
HuffPost (US),2020,12,12-Dec,Wirtschaft,1,11.0,11.0,33.0
HuffPost (US),2020,12,12-Dec,Wohnen,8,10.0,10.62,14.5
HuffPost (US),2021,1,01-Jan,Entertainment,28,12.0,12.32,17.0
HuffPost (US),2021,1,01-Jan,Familie,2,11.5,11.5,13.5
HuffPost (US),2021,1,01-Jan,Gesellschaft,1,9.0,9.0,19.0
HuffPost (US),2021,1,01-Jan,Gesundheit,1,14.0,14.0,21.0
HuffPost (US),2021,1,01-Jan,Kriminalität,2,10.5,10.5,20.5
HuffPost (US),2021,1,01-Jan,Politik,133,11.0,11.07,19.0
HuffPost (US),2021,1,01-Jan,Religion,1,8.0,8.0,19.0
HuffPost (US),2021,1,01-Jan,Sonstiges,1,12.0,12.0,10.0
HuffPost (US),2021,1,01-Jan,Sport,3,13.0,13.0,15.0
HuffPost (US),2021,1,01-Jan,Style & Beauty,1,7.0,7.0,15.0
HuffPost (US),2021,1,01-Jan,US News,3,10.0,10.67,17.0
HuffPost (US),2021,1,01-Jan,Umwelt,1,12.0,12.0,19.0
HuffPost (US),2021,1,01-Jan,Welt,1,11.0,11.0,18.0
HuffPost (US),2021,1,01-Jan,Wirtschaft,4,10.0,10.5,18.0
HuffPost (US),2021,1,01-Jan,Wohnen,2,11.0,11.0,9.5
HuffPost (US),2021,2,02-Feb,Bildung,1,10.0,10.0,10.0
HuffPost (US),2021,2,02-Feb,Entertainment,4,11.5,12.25,11.5
HuffPost (US),2021,2,02-Feb,Familie,1,11.0,11.0,13.0
HuffPost (US),2021,2,02-Feb,Politik,19,11.0,10.21,21.0
HuffPost (US),2021,2,02-Feb,Sport,3,10.0,10.67,14.0
HuffPost (US),2021,2,02-Feb,US News,61,11.0,10.59,20.0
HuffPost (US),2021,2,02-Feb,Umwelt,3,9.0,9.67,24.0
HuffPost (US),2021,2,02-Feb,Welt,48,10.0,10.6,20.0
HuffPost (US),2021,2,02-Feb,Wirtschaft,1,13.0,13.0,24.0
HuffPost (US),2021,3,03-Mar,Entertainment,8,10.5,11.25,16.0
HuffPost (US),2021,3,03-Mar,Essen,1,10.0,10.0,19.0
HuffPost (US),2021,3,03-Mar,Gesellschaft,1,12.0,12.0,26.0
